Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,1494,Human Resources,5,4,Medical,1,1178,1,Male,86,3,2,Sales Representative,3,Married,5245,24413,1,Y,No,19,3,4,80,0,0,4,2,0,0,0,0
29,No,Travel_Rarely,419,Research & Development,16,2,Marketing,1,1179,2,Female,49,4,2,Healthcare Representative,2,Divorced,4405,5495,0,Y,Yes,22,3,4,80,2,1,5,3,1,1,0,0
19,Yes,Travel_Rarely,1426,Research & Development,4,3,Life Sciences,1,1180,4,Male,30,1,1,Research Director,3,Married,2278,16002,1,Y,No,11,3,3,80,2,5,3,3,0,0,0,0
44,No,Travel_Rarely,492,Research & Development,10,1,Medical,1,1181,1,Male,81,2,3,Research Scientist,2,Single,9335,17882,0,Y,No,14,3,2,80,0,10,2,3,3,1,0,2
57,No,Travel_Rarely,276,Sales,10,2,Life Sciences,1,1182,2,Male,48,2,4,Laboratory Technician,4,Single,15491,22050,4,Y,No,16,3,1,80,2,26,2,1,6,5,2,3
47,No,Travel_Frequently,1104,Research & Development,2,4,Life Sciences,1,1183,3,Male,87,4,3,Sales Executive,1,Married,7231,4531,4,Y,No,15,3,3,80,1,19,6,2,17,5,9,8
37,No,Travel_Rarely,739,Research & Development,5,5,Other,1,1184,4,Female,53,3,3,Human Resources,1,Divorced,7382,23583,2,Y,No,19,3,3,80,3,16,2,4,13,11,4,7
36,No,Travel_Rarely,1124,Research & Development,11,5,Marketing,1,1185,4,Male,99,2,1,Healthcare Representative,4,Single,3833,8308,2,Y,No,25,3,2,80,2,13,6,4,4,3,2,2
31,No,Travel_Frequently,1479,Research & Development,1,5,Other,1,1186,3,Female,91,2,3,Healthcare Representative,2,Married,8009,19407,1,Y,No,21,3,2,80,1,4,0,1,0,0,0,0
24,No,Travel_Rarely,308,Sales,22,1,Marketing,1,1187,1,Male,34,2,2,Manager,3,Divorced,6163,3403,0,Y,No,18,3,2,80,0,0,2,3,0,0,0,0
43,No,Travel_Rarely,868,Sales,5,5,Medical,1,1188,1,Male,83,2,4,Research Scientist,3,Married,13493,5681,4,Y,No,25,3,3,80,3,18,6,1,9,4,4,4
42,No,Travel_Rarely,473,Sales,18,2,Marketing,1,1189,3,Female,81,3,4,Healthcare Representative,4,Single,14692,15312,1,Y,No,23,3,4,80,2,7,4,3,6,5,1,3
18,No,Travel_Rarely,796,Research & Development,7,4,Medical,1,1190,1,Male,51,4,1,Sales Representative,3,Married,1352,5064,2,Y,No,19,3,2,80,0,7,2,1,4,1,2,2
35,No,Travel_Frequently,460,Sales,11,5,Medical,1,1191,3,Female,95,2,2,Sales Executive,1,Married,6159,13218,3,Y,No,11,3,3,80,0,11,1,4,10,7,5,5
29,No,Travel_Rarely,374,Research & Development,20,5,Life Sciences,1,1192,4,Male,85,4,1,Human Resources,3,Single,1009,12908,2,Y,No,15,3,2,80,0,6,3,4,5,4,1,1
25,No,Travel_Rarely,827,Research & Development,7,4,Medical,1,1193,1,Male,48,2,1,Human Resources,2,Married,4110,13903,0,Y,No,24,3,2,80,2,6,6,1,6,4,3,4
48,No,Travel_Rarely,688,Research & Development,29,2,Life Sciences,1,1194,4,Female,87,4,4,Human Resources,2,Married,13959,3667,5,Y,No,19,3,3,80,3,17,2,2,16,4,3,11
40,No,Travel_Rarely,1173,Sales,29,3,Medical,1,1195,1,Male,80,1,3,Sales Representative,3,Married,9029,20348,1,Y,No,24,3,3,80,2,11,3,1,11,8,1,5
45,No,Travel_Rarely,797,Research & Development,5,4,Life Sciences,1,1196,2,Male,66,3,4,Research Scientist,1,Married,14285,9583,2,Y,No,12,3,3,80,0,19,2,1,18,13,3,14
48,No,Travel_Frequently,945,Sales,6,3,Medical,1,1197,2,Female,93,4,2,Manufacturing Director,1,Single,3453,19932,1,Y,No,13,3,2,80,0,20,6,4,9,2,3,8
60,Yes,Travel_Rarely,1099,Research & Development,9,3,Life Sciences,1,1198,3,Male,66,2,5,Sales Executive,3,Single,19999,7285,2,Y,Yes,13,3,4,80,0,21,4,1,8,7,1,6
52,Yes,Travel_Rarely,178,Sales,27,3,Life Sciences,1,1199,2,Female,49,3,5,Manager,1,Single,19401,7299,3,Y,No,12,3,4,80,0,15,4,1,4,1,1,3
44,No,Non-Travel,730,Sales,4,3,Medical,1,1200,3,Male,66,1,3,Sales Executive,4,Single,9408,3056,4,Y,Yes,16,3,3,80,0,18,4,2,11,10,6,5
55,No,Travel_Rarely,834,Sales,4,1,Life Sciences,1,1201,1,Female,64,4,4,Research Director,3,Married,13041,23385,2,Y,Yes,25,3,4,80,0,11,2,2,9,2,3,7
38,Yes,Travel_Rarely,989,Research & Development,3,5,Other,1,1202,4,Male,41,2,2,Research Scientist,4,Single,5789,12034,2,Y,Yes,11,3,2,80,2,12,5,4,2,1,1,2
60,No,Travel_Rarely,157,Sales,3,1,Medical,1,1203,4,Male,70,2,3,Sales Executive,2,Married,6928,5444,3,Y,No,25,3,3,80,2,23,4,2,21,14,3,12
50,No,Travel_Rarely,243,Research & Development,5,5,Life Sciences,1,1204,2,Female,87,4,3,Sales Executive,3,Single,8679,8297,4,Y,No,12,3,1,80,3,13,0,3,10,3,1,3
45,No,Travel_Rarely,1288,Research & Development,12,1,Life Sciences,1,1205,4,Female,92,4,4,Manager,1,Single,12873,5511,5,Y,No,11,3,4,80,0,17,2,1,13,4,6,3
56,No,Travel_Rarely,1169,Research & Development,29,3,Technical Degree,1,1206,1,Male,80,1,4,Sales Executive,3,Single,19999,4633,3,Y,No,11,3,1,80,3,19,6,2,12,2,3,6
40,No,Travel_Rarely,689,Sales,3,3,Medical,1,1207,3,Male,64,4,3,Sales Executive,2,Married,9226,3911,3,Y,No,22,4,3,80,1,9,1,1,5,4,1,3
48,No,Travel_Rarely,106,Sales,12,3,Life Sciences,1,1208,2,Male,90,1,2,Sales Executive,4,Married,7097,20282,2,Y,Yes,13,3,1,80,0,18,6,2,10,2,5,5
30,No,Travel_Rarely,463,Research & Development,16,3,Life Sciences,1,1209,3,Female,96,4,1,Research Scientist,2,Divorced,2700,16612,0,Y,No,12,3,3,80,0,3,5,2,2,1,0,1
59,No,Travel_Frequently,999,Sales,9,5,Marketing,1,1210,3,Female,87,4,5,Human Resources,4,Single,19479,24821,3,Y,No,23,3,2,80,1,23,6,1,17,10,5,12
44,No,Travel_Rarely,1052,Research & Development,13,1,Human Resources,1,1211,1,Male,86,3,4,Laboratory Technician,4,Married,15086,26375,2,Y,Yes,20,3,4,80,0,6,5,3,0,0,0,0
51,No,Travel_Frequently,1256,Research & Development,8,5,Life Sciences,1,1212,2,Male,85,3,3,Research Scientist,1,Married,7213,17554,4,Y,No,16,3,1,80,1,17,0,3,11,5,1,3
37,No,Travel_Rarely,873,Research & Development,6,4,Life Sciences,1,1213,2,Male,64,2,2,Sales Executive,1,Single,4693,15509,0,Y,No,22,3,4,80,2,10,1,3,10,4,4,6
55,No,Travel_Rarely,1173,Sales,8,4,Life Sciences,1,1214,4,Male,85,2,4,Sales Executive,2,Single,15167,25238,1,Y,No,24,3,3,80,3,16,3,2,12,10,3,4
21,No,Travel_Rarely,431,Research & Development,24,1,Life Sciences,1,1215,1,Male,57,3,1,Research Scientist,3,Single,2738,25583,1,Y,No,19,3,4,80,0,4,2,3,4,3,1,3
22,No,Travel_Rarely,307,Sales,18,1,Marketing,1,1216,4,Female,97,4,1,Sales Executive,4,Single,2103,6239,1,Y,No,24,3,2,80,2,3,6,3,3,3,1,2
39,No,Travel_Rarely,570,Research & Development,10,2,Other,1,1217,1,Female,92,2,3,Sales Executive,2,Divorced,7743,16993,2,Y,Yes,16,3,3,80,0,15,5,2,3,2,1,1
49,No,Travel_Rarely,1281,Sales,3,2,Other,1,1218,1,Male,72,3,4,Sales Executive,4,Married,12533,21223,1,Y,No,23,3,1,80,1,17,5,1,15,12,6,8
52,No,Travel_Rarely,1340,Human Resources,2,4,Marketing,1,1219,1,Male,81,3,5,Research Scientist,3,Married,16649,23815,3,Y,No,20,3,3,80,2,18,6,3,6,5,3,4
36,No,Travel_Rarely,212,Research & Development,8,5,Life Sciences,1,1220,4,Female,88,4,3,Manager,3,Married,6465,12270,1,Y,No,14,3,2,80,1,11,0,1,2,1,1,2
45,Yes,Travel_Rarely,375,Sales,17,3,Other,1,1221,3,Female,70,4,2,Sales Executive,4,Married,5555,17966,4,Y,Yes,20,3,3,80,1,12,4,2,9,8,2,5
41,Yes,Travel_Rarely,194,Sales,16,4,Life Sciences,1,1222,3,Male,86,2,3,Healthcare Representative,2,Married,9306,14285,1,Y,Yes,16,4,4,80,1,11,6,3,8,2,4,7
59,No,Travel_Rarely,1169,Research & Development,14,1,Life Sciences,1,1223,3,Male,82,4,5,Healthcare Representative,3,Single,19999,17762,5,Y,No,12,4,2,80,1,21,6,3,16,4,7,8
46,No,Travel_Rarely,1251,Sales,3,4,Medical,1,1224,3,Female,49,2,3,Research Director,4,Married,8450,18637,3,Y,Yes,18,3,2,80,2,13,5,3,8,4,1,1
35,Yes,Travel_Rarely,1397,Sales,21,1,Life Sciences,1,1225,2,Male,40,1,2,Sales Executive,4,Single,3964,16624,2,Y,No,11,3,3,80,1,13,5,2,7,4,1,4
59,Yes,Travel_Rarely,356,Research & Development,13,4,Marketing,1,1226,1,Female,70,1,4,Sales Representative,1,Single,13966,21608,3,Y,No,17,3,4,80,2,20,5,2,16,8,3,11
22,No,Travel_Rarely,826,Research & Development,5,2,Other,1,1227,2,Male,30,1,1,Research Director,4,Single,3844,3916,1,Y,No,24,3,2,80,3,5,0,1,0,0,0,0
60,No,Travel_Rarely,726,Sales,22,3,Marketing,1,1228,2,Female,81,2,5,Human Resources,1,Married,19999,3583,1,Y,No,12,4,4,80,2,15,2,4,7,4,2,2
24,No,Travel_Rarely,1466,Research & Development,4,2,Marketing,1,1229,2,Female,78,2,2,Sales Representative,4,Married,6620,22862,1,Y,No,21,3,2,80,3,8,6,1,5,4,1,2
30,No,Travel_Rarely,1410,Sales,14,3,Life Sciences,1,1230,4,Male,37,1,1,Sales Executive,3,Married,3687,11761,0,Y,No,14,3,4,80,1,5,4,4,5,2,3,3
53,No,Non-Travel,1271,Human Resources,6,5,Life Sciences,1,1231,1,Female,51,1,5,Human Resources,4,Single,19114,11685,0,Y,No,19,4,3,80,1,14,1,3,12,5,3,9
49,No,Travel_Rarely,393,Sales,9,5,Marketing,1,1232,3,Male,67,1,4,Sales Representative,3,Divorced,14884,21145,3,Y,No,20,3,3,80,0,21,5,4,16,11,2,10
59,No,Travel_Frequently,568,Research & Development,16,2,Medical,1,1233,1,Female,81,4,4,Sales Executive,1,Single,12578,15718,1,Y,Yes,22,4,3,80,2,22,0,4,15,10,8,5
50,Yes,Travel_Rarely,1192,Research & Development,12,2,Technical Degree,1,1234,3,Male,30,2,3,Sales Executive,2,Divorced,6090,15416,1,Y,Yes,21,3,4,80,2,19,2,2,9,7,3,7
45,No,Travel_Rarely,952,Sales,10,3,Life Sciences,1,1235,3,Male,69,3,4,Human Resources,3,Married,16512,25356,3,Y,Yes,14,3,4,80,2,15,5,2,11,5,1,7
32,No,Travel_Rarely,918,Sales,5,4,Life Sciences,1,1236,1,Male,47,2,2,Sales Executive,3,Married,5444,10603,0,Y,Yes,16,4,2,80,2,7,5,4,6,1,1,5
18,No,Travel_Rarely,207,Research & Development,6,1,Life Sciences,1,1237,2,Female,58,2,1,Sales Representative,3,Married,3641,8656,2,Y,No,19,3,3,80,2,1,3,4,0,0,0,0
23,Yes,Travel_Rarely,668,Research & Development,6,4,Medical,1,1238,2,Female,64,1,2,Laboratory Technician,3,Married,2138,3103,1,Y,Yes,15,3,3,80,0,6,1,3,6,1,2,1
30,No,Travel_Frequently,1464,Research & Development,23,5,Marketing,1,1239,2,Female,44,1,2,Manager,3,Married,7354,25582,4,Y,No,23,3,3,80,0,11,3,4,4,3,1,3
19,Yes,Travel_Rarely,743,Research & Development,29,5,Other,1,1240,2,Male,51,1,1,Sales Executive,1,Single,4387,2277,0,Y,Yes,19,3,1,80,2,2,1,3,2,1,1,1
39,No,Travel_Rarely,1336,Research & Development,5,3,Life Sciences,1,1241,2,Female,59,3,3,Manager,1,Divorced,6621,12467,1,Y,No,21,3,2,80,0,18,6,1,14,7,5,12
51,No,Travel_Rarely,675,Research & Development,29,2,Medical,1,1242,3,Female,84,2,4,Laboratory Technician,2,Single,13619,12681,2,Y,Yes,20,3,1,80,3,16,6,3,9,7,4,3
59,No,Travel_Rarely,1286,Research & Development,5,2,Life Sciences,1,1243,1,Female,50,4,4,Human Resources,1,Married,14319,25171,3,Y,No,16,4,1,80,1,15,5,2,8,4,3,6
39,No,Travel_Frequently,1257,Research & Development,14,4,Life Sciences,1,1244,4,Female,75,1,3,Sales Executive,3,Married,6983,14137,1,Y,No,21,3,4,80,2,5,2,1,4,1,2,1
55,No,Travel_Rarely,970,Research & Development,4,3,Life Sciences,1,1245,4,Female,55,4,3,Sales Executive,4,Divorced,9087,2270,1,Y,No,20,3,3,80,2,12,1,3,6,4,1,1
60,No,Travel_Rarely,1239,Sales,25,1,Medical,1,1246,2,Female,48,1,5,Sales Executive,4,Married,19999,7802,2,Y,Yes,23,3,3,80,2,19,0,3,16,3,5,14
54,Yes,Non-Travel,168,Research & Development,21,4,Medical,1,1247,4,Female,37,3,4,Sales Executive,3,Single,14389,14814,4,Y,No,16,4,2,80,1,17,2,3,6,2,2,2
37,No,Non-Travel,623,Sales,24,1,Life Sciences,1,1248,2,Male,31,4,3,Human Resources,4,Married,6621,22008,5,Y,No,19,3,1,80,2,12,5,4,7,4,2,1
31,Yes,Travel_Rarely,226,Sales,8,5,Medical,1,1249,1,Female,54,1,3,Sales Executive,3,Single,7256,3466,1,Y,No,24,4,2,80,0,7,2,2,1,1,0,1
60,No,Travel_Rarely,1076,Research & Development,5,3,Marketing,1,1250,2,Female,48,2,5,Sales Executive,1,Married,18851,20111,2,Y,No,16,4,1,80,1,23,5,4,20,13,7,9
28,No,Travel_Frequently,510,Research & Development,23,2,Life Sciences,1,1251,4,Male,83,4,1,Sales Representative,3,Married,2701,6418,2,Y,No,23,3,3,80,0,6,1,2,4,2,1,2
35,Yes,Travel_Rarely,845,Sales,10,1,Life Sciences,1,1252,1,Male,66,4,2,Research Scientist,3,Divorced,5225,6780,3,Y,No,16,3,2,80,0,9,5,2,8,4,3,7
21,Yes,Travel_Rarely,1279,Sales,10,1,Medical,1,1253,2,Female,33,1,1,Research Scientist,3,Single,2682,5621,1,Y,Yes,12,3,4,80,0,1,0,1,1,0,0,0
52,No,Travel_Rarely,1147,Research & Development,7,5,Marketing,1,1254,1,Male,84,1,4,Healthcare Representative,4,Single,11835,6776,1,Y,Yes,11,3,4,80,1,22,2,4,16,13,8,3
45,No,Non-Travel,1033,Research & Development,9,3,Marketing,1,1255,2,Male,58,2,2,Laboratory Technician,4,Married,6467,17414,0,Y,No,18,3,3,80,0,8,1,2,3,1,1,2
21,Yes,Non-Travel,171,Sales,23,5,Life Sciences,1,1256,2,Male,72,2,1,Sales Representative,1,Single,3753,23633,0,Y,Yes,17,3,4,80,0,4,4,1,3,3,1,2
27,No,Travel_Rarely,962,Sales,7,5,Medical,1,1257,4,Male,38,2,3,Healthcare Representative,1,Single,9127,3794,2,Y,Yes,14,3,2,80,1,5,1,4,5,2,2,1
41,No,Travel_Rarely,571,Research & Development,7,1,Technical Degree,1,1258,4,Male,33,1,3,Research Scientist,3,Married,9016,24985,3,Y,Yes,24,3,1,80,2,15,0,4,5,2,1,3
41,No,Travel_Rarely,1484,Human Resources,6,2,Life Sciences,1,1259,4,Female,37,2,3,Manufacturing Director,1,Married,8159,7604,3,Y,No,23,3,3,80,0,12,2,1,11,8,5,4
52,No,Travel_Rarely,571,Sales,9,5,Medical,1,1260,2,Male,63,2,3,Research Director,2,Single,7772,26614,6,Y,No,20,3,1,80,2,17,0,3,11,5,6,2
29,No,Travel_Frequently,1148,Human Resources,25,3,Other,1,1261,3,Male,92,2,1,Research Scientist,4,Married,1779,22233,1,Y,No,22,3,4,80,2,6,2,4,5,3,2,2
57,No,Travel_Rarely,935,Research & Development,5,3,Life Sciences,1,1262,4,Male,98,4,5,Manager,3,Divorced,19999,19188,6,Y,No,19,3,1,80,0,24,1,3,19,16,10,15
37,No,Travel_Rarely,570,Sales,6,3,Medical,1,1263,3,Male,86,2,2,Laboratory Technician,4,Married,5475,14325,0,Y,No,20,3,4,80,0,10,6,2,9,7,2,3
53,No,Travel_Rarely,392,Research & Development,29,4,Technical Degree,1,1264,4,Female,94,4,5,Manufacturing Director,1,Single,17007,25228,5,Y,Yes,14,3,3,80,3,24,3,3,19,11,10,6
28,No,Travel_Rarely,464,Research & Development,6,5,Life Sciences,1,1265,4,Male,84,1,2,Manager,3,Single,5465,13915,0,Y,No,11,3,1,80,1,7,3,1,5,4,2,4
19,No,Travel_Frequently,844,Research & Development,11,5,Medical,1,1266,1,Female,82,3,1,Sales Executive,2,Single,1009,5792,0,Y,No,19,3,3,80,3,2,4,4,0,0,0,0
20,No,Travel_Rarely,1339,Research & Development,29,4,Medical,1,1267,1,Male,59,4,1,Laboratory Technician,1,Married,3298,10319,0,Y,Yes,12,3,3,80,2,2,0,3,2,1,1,2
34,No,Travel_Frequently,1470,Research & Development,10,3,Technical Degree,1,1268,3,Male,50,2,2,Sales Executive,2,Married,5672,5971,1,Y,Yes,13,3,3,80,0,11,0,1,4,1,2,3
58,No,Travel_Rarely,541,Research & Development,29,2,Technical Degree,1,1269,1,Male,74,3,5,Manager,4,Single,18350,8632,3,Y,No,18,3,2,80,2,17,1,2,15,3,5,7
20,No,Travel_Rarely,162,Research & Development,5,1,Technical Degree,1,1270,1,Male,31,3,1,Healthcare Representative,2,Single,1873,3128,0,Y,No,16,3,3,80,1,3,6,2,0,0,0,0
33,Yes,Travel_Rarely,410,Human Resources,29,4,Life Sciences,1,1271,1,Male,42,2,2,Research Scientist,4,Single,6175,13789,2,Y,No,16,4,2,80,1,8,5,4,8,3,2,2
22,No,Travel_Rarely,805,Research & Development,9,1,Marketing,1,1272,1,Male,62,3,2,Sales Executive,1,Single,5400,15505,1,Y,No,19,3,1,80,0,4,6,4,2,1,1,1
58,No,Travel_Rarely,663,Research & Development,1,4,Human Resources,1,1273,3,Male,74,3,5,Human Resources,3,Divorced,16670,14787,2,Y,No,23,4,3,80,1,21,5,2,17,5,4,5
47,No,Travel_Rarely,295,Research & Development,2,3,Medical,1,1274,2,Male,56,2,4,Research Scientist,2,Single,15445,7604,2,Y,No,11,3,2,80,3,16,0,1,9,2,4,4
50,No,Travel_Rarely,343,Sales,8,4,Medical,1,1275,4,Male,84,2,5,Research Scientist,2,Single,17872,8712,2,Y,No,15,4,2,80,0,16,1,1,12,8,4,5
48,No,Travel_Frequently,915,Sales,13,5,Life Sciences,1,1276,1,Female,77,2,4,Sales Executive,3,Married,12418,16260,3,Y,No,15,3,2,80,2,20,5,3,8,4,2,6
46,No,Travel_Rarely,474,Research & Development,10,3,Technical Degree,1,1277,2,Male,48,1,4,Manufacturing Director,3,Single,15630,10212,0,Y,No,14,3,3,80,0,16,3,2,13,11,2,5
51,No,Travel_Rarely,438,Research & Development,27,3,Life Sciences,1,1278,3,Female,35,2,4,Research Scientist,1,Single,15271,2285,4,Y,Yes,12,3,3,80,2,25,4,3,19,7,3,8
18,No,Travel_Frequently,628,Sales,16,3,Life Sciences,1,1279,2,Male,49,2,1,Research Director,3,Married,2495,20017,0,Y,No,15,3,4,80,3,2,1,2,0,0,0,0
55,No,Travel_Rarely,1362,Research & Development,9,2,Human Resources,1,1280,3,Male,95,2,4,Manager,2,Single,12497,15267,2,Y,Yes,13,3,3,80,3,22,3,4,12,3,3,4
49,No,Travel_Frequently,1279,Sales,12,1,Human Resources,1,1281,4,Male,46,1,4,Sales Executive,4,Single,12908,6851,2,Y,No,24,3,2,80,3,13,6,3,8,4,1,6
49,Yes,Travel_Rarely,546,Research & Development,8,1,Other,1,1282,3,Female,82,3,4,Manufacturing Director,1,Married,13475,24232,6,Y,No,16,3,4,80,2,20,3,4,11,3,2,7
34,No,Travel_Rarely,1174,Research & Development,16,4,Medical,1,1283,3,Female,78,1,3,Research Scientist,2,Married,9959,8471,0,Y,No,16,3,2,80,2,6,4,1,5,4,1,2
52,No,Travel_Rarely,1440,Sales,6,5,Life Sciences,1,1284,3,Male,98,1,5,Sales Executive,4,Single,19999,20172,4,Y,No,21,4,1,80,3,18,5,2,11,3,2,6
34,No,Travel_Frequently,493,Research & Development,16,1,Medical,1,1285,4,Female,95,1,2,Healthcare Representative,1,Divorced,5699,3235,1,Y,Yes,19,3,4,80,0,8,6,3,7,6,1,3
20,Yes,Travel_Rarely,107,Sales,10,2,Life Sciences,1,1286,4,Female,91,3,2,Sales Executive,1,Single,6280,11234,0,Y,No,15,4,4,80,0,4,1,3,4,2,2,3
57,No,Travel_Rarely,425,Research & Development,8,4,Technical Degree,1,1287,1,Male,52,2,5,Human Resources,3,Divorced,18749,8308,3,Y,No,15,3,2,80,0,18,6,2,11,8,5,5
28,No,Non-Travel,1264,Sales,27,4,Medical,1,1288,4,Male,60,2,2,Manufacturing Director,3,Divorced,4453,3793,1,Y,No,11,3,1,80,0,3,4,3,0,0,0,0
22,Yes,Travel_Rarely,250,Human Resources,29,4,Life Sciences,1,1289,1,Female,64,1,1,Sales Executive,3,Married,1199,12855,0,Y,Yes,14,3,2,80,0,2,5,3,0,0,0,0
44,No,Travel_Frequently,467,Research & Development,13,4,Life Sciences,1,1290,4,Female,77,2,4,Human Resources,2,Single,14388,8198,2,Y,No,16,3,2,80,1,19,1,3,18,8,4,8
28,No,Travel_Rarely,1434,Sales,8,1,Life Sciences,1,1291,2,Male,40,2,1,Manufacturing Director,1,Divorced,4080,8330,1,Y,No,17,3,1,80,2,8,0,3,1,1,0,1
54,Yes,Non-Travel,383,Sales,9,2,Technical Degree,1,1292,3,Male,90,2,4,Sales Executive,2,Married,13387,14630,0,Y,No,14,3,1,80,3,13,0,1,6,4,2,1
37,No,Non-Travel,771,Sales,9,3,Medical,1,1293,3,Male,75,1,3,Laboratory Technician,1,Single,9925,23883,1,Y,No,24,3,1,80,2,14,2,1,10,4,1,6
18,No,Non-Travel,1337,Research & Development,1,1,Life Sciences,1,1294,2,Female,44,3,1,Human Resources,4,Married,2538,8503,0,Y,No,22,3,2,80,0,0,3,2,0,0,0,0
58,Yes,Travel_Rarely,1285,Research & Development,18,2,Life Sciences,1,1295,4,Female,33,1,5,Laboratory Technician,2,Married,19100,5991,3,Y,Yes,17,3,1,80,0,22,2,1,14,12,5,4
40,No,Travel_Frequently,527,Research & Development,14,2,Life Sciences,1,1296,3,Female,30,2,2,Laboratory Technician,3,Divorced,5235,21430,1,Y,No,23,3,1,80,1,13,1,3,6,2,1,5
29,No,Travel_Frequently,451,Research & Development,12,5,Life Sciences,1,1297,2,Male,55,3,2,Laboratory Technician,2,Married,6984,12457,1,Y,No,15,4,4,80,2,9,5,3,4,1,1,1
47,No,Travel_Rarely,917,Research & Development,21,2,Human Resources,1,1298,2,Female,51,1,4,Research Scientist,3,Divorced,14591,25384,2,Y,No,21,3,1,80,3,21,5,1,17,8,6,13
40,No,Travel_Rarely,552,Research & Development,4,5,Medical,1,1299,2,Female,40,3,2,Sales Executive,1,Married,5430,19761,3,Y,No,22,3,4,80,1,8,4,4,3,1,1,1
19,No,Non-Travel,1131,Research & Development,1,4,Life Sciences,1,1300,1,Male,61,2,1,Manufacturing Director,1,Married,3092,6482,1,Y,No,20,4,3,80,0,4,4,3,0,0,0,0
50,No,Travel_Rarely,1047,Research & Development,8,4,Marketing,1,1301,4,Male,31,3,4,Human Resources,2,Married,12573,21200,1,Y,No,15,3,2,80,0,20,5,2,16,10,3,4
35,No,Travel_Rarely,687,Research & Development,19,5,Life Sciences,1,1302,4,Male,74,1,2,Manager,2,Divorced,2820,2232,0,Y,No,21,3,4,80,2,7,1,1,6,4,2,4
48,Yes,Travel_Rarely,674,Human Resources,13,5,Life Sciences,1,1303,4,Male,61,2,4,Sales Executive,2,Divorced,13362,13463,2,Y,No,12,4,1,80,3,12,6,1,3,2,0,2
56,No,Travel_Rarely,243,Research & Development,10,2,Medical,1,1304,4,Male,48,2,4,Laboratory Technician,2,Divorced,13767,4187,2,Y,Yes,16,3,3,80,0,18,6,4,9,3,1,6
44,No,Travel_Frequently,1071,Sales,29,3,Life Sciences,1,1305,3,Male,62,1,5,Sales Executive,3,Married,19638,21355,3,Y,Yes,23,4,2,80,0,14,2,1,11,3,3,5
46,No,Travel_Rarely,1390,Sales,29,3,Medical,1,1306,4,Female,61,3,3,Research Scientist,2,Married,8304,22089,0,Y,No,20,4,4,80,0,9,2,4,8,6,1,2
28,Yes,Travel_Rarely,1325,Research & Development,20,5,Technical Degree,1,1307,4,Male,89,3,1,Healthcare Representative,1,Single,2437,25483,1,Y,No,16,3,4,80,2,8,1,3,5,2,0,4
28,No,Travel_Frequently,1006,Research & Development,10,1,Human Resources,1,1308,1,Male,76,2,1,Research Scientist,4,Divorced,1009,3431,0,Y,Yes,17,3,3,80,1,1,4,3,0,0,0,0
35,No,Travel_Rarely,1118,Research & Development,29,3,Life Sciences,1,1309,2,Male,46,3,3,Research Director,3,Single,9133,23195,1,Y,No,17,3,1,80,3,14,2,4,6,3,3,3
54,No,Travel_Rarely,1348,Research & Development,5,2,Medical,1,1310,1,Male,88,2,4,Laboratory Technician,2,Single,14253,20680,0,Y,Yes,17,4,4,80,3,19,1,4,10,7,1,7
40,No,Travel_Rarely,407,Research & Development,25,2,Life Sciences,1,1311,3,Male,53,4,2,Healthcare Representative,3,Married,6477,23338,0,Y,No,14,3,4,80,2,18,4,2,15,5,5,9
32,No,Travel_Frequently,1174,Research & Development,26,4,Medical,1,1312,1,Female,46,2,3,Research Director,2,Married,8533,12185,1,Y,No,22,3,1,80,0,10,1,4,10,8,5,5
51,No,Non-Travel,246,Sales,8,2,Life Sciences,1,1313,4,Female,81,4,4,Manager,2,Married,15376,18355,4,Y,Yes,12,3,1,80,2,15,0,1,15,6,3,9
54,No,Travel_Rarely,1183,Research & Development,29,4,Medical,1,1314,4,Female,86,2,5,Human Resources,1,Single,18339,12705,2,Y,Yes,22,3,4,80,1,15,6,4,10,9,4,2
56,No,Travel_Rarely,407,Sales,4,5,Life Sciences,1,1315,2,Female,30,3,5,Sales Representative,4,Single,18951,18970,1,Y,No,19,3,4,80,3,19,0,2,16,6,2,4
30,No,Travel_Rarely,926,Research & Development,16,4,Human Resources,1,1316,3,Female,96,1,2,Manufacturing Director,2,Single,5789,20293,0,Y,No,17,4,2,80,2,7,6,3,7,5,4,5
48,No,Travel_Rarely,105,Research & Development,24,1,Technical Degree,1,1317,4,Female,74,1,5,Research Scientist,3,Married,19792,9394,3,Y,No,22,3,4,80,3,19,4,4,5,2,0,4
43,No,Travel_Rarely,110,Research & Development,15,1,Life Sciences,1,1318,4,Male,59,4,2,Research Scientist,1,Single,6000,10064,1,Y,No,25,3,2,80,1,9,2,2,9,7,2,5
37,No,Travel_Rarely,1008,Research & Development,3,3,Marketing,1,1319,2,Male,83,1,2,Research Director,1,Married,6073,26599,2,Y,No,17,4,4,80,1,17,3,1,13,7,7,2
